Date,Team,Location,Opponent,Team_Score,Opponent_Score,Win?
11/12,G Washington,Home,American,107.0,67.0,Yes
11/12,American,Away,G Washington,67.0,107.0,No
11/12,Canisius,Home,Mercyhurst,58.0,55.0,Yes
11/12,Mercyhurst,Away,Canisius,55.0,58.0,No
11/12,Marist,Home,Vassar,93.0,61.0,Yes
11/12,Vassar,Away,Marist,61.0,93.0,No
11/12,SE Missouri,Home,Webster,87.0,41.0,Yes
11/12,Webster,Away,SE Missouri,41.0,87.0,No
11/12,N Dakota St,Home,Scholastic,111.0,38.0,Yes
11/12,Scholastic,Away,N Dakota St,38.0,111.0,No
11/12,Vanderbilt,Home,E Kentucky,92.0,62.0,Yes
11/12,E Kentucky,Away,Vanderbilt,62.0,92.0,No
11/12,Oral Roberts,Home,Tulsa,87.0,88.0,No
11/12,Tulsa,Away,Oral Roberts,88.0,87.0,Yes
11/12,Missouri,Home,Minnesota,83.0,60.0,Yes
11/12,Minnesota,Away,Missouri,60.0,83.0,No
11/12,Texas St,Home,UTSA,80.0,69.0,Yes
11/12,UTSA,Away,Texas St,69.0,80.0,No
11/12,Utah Valley,Home,Westminster UT,91.0,60.0,Yes
11/12,Westminster UT,Away,Utah Valley,60.0,91.0,No
11/12,Marquette,Home,Little Rock,89.0,49.0,Yes
11/12,Little Rock,Away,Marquette,49.0,89.0,No
11/12,Evansville,Home,MTSU,72.0,77.0,No
11/12,MTSU,Away,Evansville,77.0,72.0,Yes
11/12,Valparaiso,Home,Nicholls,68.0,63.0,Yes
11/12,Nicholls,Away,Valparaiso,63.0,68.0,No
11/12,N.C. State,Home,UNC Greensboro,110.0,64.0,Yes
11/12,UNC Greensboro,Away,N.C. State,64.0,110.0,No
11/12,Oklahoma St,Home,Prairie View,94.0,67.0,Yes
11/12,Prairie View,Away,Oklahoma St,67.0,94.0,No
11/12,Texas,Home,Fairleigh Dickinson,93.0,58.0,Yes
11/12,Fairleigh Dickinson,Away,Texas,58.0,93.0,No
11/12,South Dakota,Home,So Indiana,89.0,74.0,Yes
11/12,So Indiana,Away,South Dakota,74.0,89.0,No
11/12,Bradley,Home,UT Martin,67.0,78.0,No
11/12,UT Martin,Away,Bradley,78.0,67.0,Yes
11/12,Texas Southern,Home,Samford,90.0,93.0,No
11/12,Samford,Away,Texas Southern,93.0,90.0,Yes
11/12,Bryant,Home,Dartmouth,82.0,75.0,Yes
11/12,Dartmouth,Away,Bryant,75.0,82.0,No
11/12,Utah State,Home,Weber St,83.0,73.0,Yes
11/12,Weber St,Away,Utah State,73.0,83.0,No
11/12,Fresno St,Home,UC San Diego,73.0,78.0,No
11/12,UC San Diego,Away,Fresno St,78.0,73.0,Yes
11/12,Colorado St,Home,Cal Poly,93.0,79.0,Yes
11/12,Cal Poly,Away,Colorado St,79.0,93.0,No
11/12,San Diego,Home,Idaho,78.0,74.0,Yes
11/12,Idaho,Away,San Diego,74.0,78.0,No
11/12,Utah Tech,Home,Manhattan,75.0,79.0,No
11/12,Manhattan,Away,Utah Tech,79.0,75.0,Yes
11/12,Oregon,Home,S Dakota St,83.0,69.0,Yes
11/12,S Dakota St,Away,Oregon,69.0,83.0,No
11/12,Oregon St,Home,North Texas,66.0,64.0,Yes
11/12,North Texas,Away,Oregon St,64.0,66.0,No
11/12,Nevada,Home,S Illinois,86.0,81.0,Yes
11/12,S Illinois,Away,Nevada,81.0,86.0,No
11/12,San Francisco,Home,Portland St,80.0,70.0,Yes
11/12,Portland St,Away,San Francisco,70.0,80.0,No
11/12,Seattle U,Home,E Washington,94.0,67.0,Yes
11/12,E Washington,Away,Seattle U,67.0,94.0,No
11/12,Pacific,Home,Long Beach St,69.0,66.0,Yes
11/12,Long Beach St,Away,Pacific,66.0,69.0,No
11/12,Stanford,Home,Montana St,77.0,68.0,Yes
11/12,Montana St,Away,Stanford,68.0,77.0,No
11/12,Hawai’i,Home,Miss Valley St,88.0,56.0,Yes
11/12,Miss Valley St,Away,Hawai’i,56.0,88.0,No
11/13,Alabama,Home,Purdue,80.0,87.0,No
11/13,Purdue,Away,Alabama,87.0,80.0,Yes
11/13,Michigan St.,Home,San José St,79.0,60.0,Yes
11/13,San José St,Away,Michigan St.,60.0,79.0,No
11/13,South Alabama,Home,C Michigan,66.0,64.0,Yes
11/13,C Michigan,Away,South Alabama,64.0,66.0,No
11/13,Lafayette,Home,Cornell,78.0,97.0,No
11/13,Cornell,Away,Lafayette,97.0,78.0,Yes
11/13,West Virginia,Home,Pittsburgh,71.0,49.0,Yes
11/13,Pittsburgh,Away,West Virginia,49.0,71.0,No
11/13,UNC Asheville,Home,Bryan (TN),92.0,54.0,Yes
11/13,Bryan (TN),Away,UNC Asheville,54.0,92.0,No
11/13,Howard,Home,Alcorn St,72.0,64.0,Yes
11/13,Alcorn St,Away,Howard,64.0,72.0,No
11/13,Georgia St,Home,Fort Valley St,90.0,56.0,Yes
11/13,Fort Valley St,Away,Georgia St,56.0,90.0,No
11/13,Campbell,Home,Mid Atl Chrstn,108.0,55.0,Yes
11/13,Mid Atl Chrstn,Away,Campbell,55.0,108.0,No
11/13,NC A&T,Home,Wash Adventist,89.0,83.0,Yes
11/13,Wash Adventist,Away,NC A&T,83.0,89.0,No
11/13,Princeton,Home,John Jay,100.0,59.0,Yes
11/13,John Jay,Away,Princeton,59.0,100.0,No
11/13,UMass,Home,Le Moyne,94.0,80.0,Yes
11/13,Le Moyne,Away,UMass,80.0,94.0,No
11/13,Tennessee Tech,Home,Berea,86.0,64.0,Yes
11/13,Berea,Away,Tennessee Tech,64.0,86.0,No
11/13,Seton Hall,Home,Monmouth,70.0,58.0,Yes
11/13,Monmouth,Away,Seton Hall,58.0,70.0,No
11/13,Robert Morris,Home,Pit Greensburg,81.0,57.0,Yes
11/13,Pit Greensburg,Away,Robert Morris,57.0,81.0,No
11/13,East Carolina,Home,Elizabeth City,71.0,70.0,Yes
11/13,Elizabeth City,Away,East Carolina,70.0,71.0,No
11/13,Columbia,Home,UMass Lowell,86.0,72.0,Yes
11/13,UMass Lowell,Away,Columbia,72.0,86.0,No
11/13,Grambling,Home,Southern Miss,75.0,70.0,Yes
11/13,Southern Miss,Away,Grambling,70.0,75.0,No
11/13,Wichita St,Home,Loyola Chicago,95.0,74.0,Yes
11/13,Loyola Chicago,Away,Wichita St,74.0,95.0,No
11/13,LSU,Home,FIU,98.0,81.0,Yes
11/13,FIU,Away,LSU,81.0,98.0,No
11/13,St Thomas (MN),Home,Green Bay,80.0,61.0,Yes
11/13,Green Bay,Away,St Thomas (MN),61.0,80.0,No
11/13,Hou Christian,Home,UL Monroe,72.0,61.0,Yes
11/13,UL Monroe,Away,Hou Christian,61.0,72.0,No
11/13,N Illinois,Home,Benedictne,117.0,62.0,Yes
11/13,Benedictne,Away,N Illinois,62.0,117.0,No
11/13,Alabama A&M,Home,Charleston So,68.0,64.0,Yes
11/13,Charleston So,Away,Alabama A&M,64.0,68.0,No
11/13,W Carolina,Home,Voorhees,95.0,44.0,Yes
11/13,Voorhees,Away,W Carolina,44.0,95.0,No
11/13,Kansas St,Home,California,99.0,96.0,Yes
11/13,California,Away,Kansas St,96.0,99.0,No
11/14,Duke,Home,Indiana St,100.0,62.0,Yes
11/14,Indiana St,Away,Duke,62.0,100.0,No
11/14,UCLA,Home,Arizona,65.0,69.0,No
11/14,Arizona,Away,UCLA,69.0,65.0,Yes
11/14,TCU,Home,Michigan,63.0,67.0,No
11/14,Michigan,Away,TCU,67.0,63.0,Yes
11/14,Kentucky,Home,E Illinois,99.0,53.0,Yes
11/14,E Illinois,Away,Kentucky,53.0,99.0,No
11/14,Texas Tech,Home,Milwaukee,80.0,63.0,Yes
11/14,Milwaukee,Away,Texas Tech,63.0,80.0,No
11/14,Illinois,Home,Colgate,84.0,65.0,Yes
11/14,Colgate,Away,Illinois,65.0,84.0,No
11/14,North Carolina,Home,North Carolina Central,97.0,53.0,Yes
11/14,North Carolina Central,Away,North Carolina,53.0,97.0,No
11/14,Arizona St,Home,Gonzaga,65.0,77.0,No
11/14,Gonzaga,Away,Arizona St,77.0,65.0,Yes
11/14,Arkansas,Home,Samford,79.0,75.0,Yes
11/14,Samford,Away,Arkansas,75.0,79.0,No
11/14,Creighton,Home,MD Eastern,84.0,45.0,Yes
11/14,MD Eastern,Away,Creighton,45.0,84.0,No
11/14,Coppin St.,Home,C Michigan,59.0,82.0,No
11/14,C Michigan,Away,Coppin St.,82.0,59.0,Yes
11/14,N'Western St,Home,Ecclesia,95.0,75.0,Yes
11/14,Ecclesia,Away,N'Western St,75.0,95.0,No
11/14,GA Southern,Home,Johnson C Smth,98.0,79.0,Yes
11/14,Johnson C Smth,Away,GA Southern,79.0,98.0,No
11/14,Navy,Home,Wash Coll (MD),97.0,64.0,Yes
11/14,Wash Coll (MD),Away,Navy,64.0,97.0,No
11/14,Rutgers,Home,Lehigh,84.0,72.0,Yes
11/14,Lehigh,Away,Rutgers,72.0,84.0,No
11/14,E Michigan,Home,IU Indy,83.0,90.0,No
11/14,IU Indy,Away,E Michigan,90.0,83.0,Yes
11/14,Charleston So,Home,Lindenwood,77.0,83.0,No
11/14,Lindenwood,Away,Charleston So,83.0,77.0,Yes
11/14,McNeese,Home,Louisiana,88.0,62.0,Yes
11/14,Louisiana,Away,McNeese,62.0,88.0,No
11/14,Jax State,Home,Coastal,74.0,67.0,Yes
11/14,Coastal,Away,Jax State,67.0,74.0,No
11/14,Towson,Home,Norfolk St,51.0,41.0,Yes
11/14,Norfolk St,Away,Towson,41.0,51.0,No
11/14,Charleston,Home,USC Upstate,88.0,61.0,Yes
11/14,USC Upstate,Away,Charleston,61.0,88.0,No
11/14,Alabama St,Home,VA Lynchburg,124.0,68.0,Yes
11/14,VA Lynchburg,Away,Alabama St,68.0,124.0,No
11/14,West Georgia,Home,The Citadel,100.0,92.0,Yes
11/14,The Citadel,Away,West Georgia,92.0,100.0,No
11/14,Fairfield,Home,Stonehill,73.0,71.0,Yes
11/14,Stonehill,Away,Fairfield,71.0,73.0,No
11/14,Iona,Home,Fordham,76.0,71.0,Yes
11/14,Fordham,Away,Iona,71.0,76.0,No
11/14,Northern Iowa,Home,Furman,70.0,54.0,Yes
11/14,Furman,Away,Northern Iowa,54.0,70.0,No
11/14,Rhode Island,Home,UAlbany,80.0,61.0,Yes
11/14,UAlbany,Away,Rhode Island,61.0,80.0,No
11/14,Bucknell,Home,Hofstra,77.0,83.0,No
11/14,Hofstra,Away,Bucknell,83.0,77.0,Yes
11/14,Drake,Home,SIUE,59.0,61.0,No
11/14,SIUE,Away,Drake,61.0,59.0,Yes
11/14,UAB,Home,High Point,91.0,74.0,Yes
11/14,High Point,Away,UAB,74.0,91.0,No
11/14,Mississippi,Home,Bakersfield,82.0,60.0,Yes
11/14,Bakersfield,Away,Mississippi,60.0,82.0,No
11/14,USC,Home,Illinois St,87.0,67.0,Yes
11/14,Illinois St,Away,USC,67.0,87.0,No
11/14,Tulane,Home,New Orleans,63.0,85.0,No
11/14,New Orleans,Away,Tulane,85.0,63.0,Yes
11/14,Rice,Home,E Texas A&M,71.0,64.0,Yes
11/14,E Texas A&M,Away,Rice,64.0,71.0,No
11/14,Texas A&M,Home,UCF,74.0,86.0,No
11/14,UCF,Away,Texas A&M,86.0,74.0,Yes
11/14,Iowa,Home,Xavier,81.0,62.0,Yes
11/14,Xavier,Away,Iowa,62.0,81.0,No
11/14,Brown,Home,Hampton,63.0,72.0,No
11/14,Hampton,Away,Brown,72.0,63.0,Yes
11/14,DePaul,Home,Northwestern,79.0,81.0,No
11/14,Northwestern,Away,DePaul,81.0,79.0,Yes
11/14,Montana,Home,Cal Poly,90.0,82.0,Yes
11/14,Cal Poly,Away,Montana,82.0,90.0,No
11/14,Georgia,Home,Georgia Tech,92.0,87.0,Yes
11/14,Georgia Tech,Away,Georgia,87.0,92.0,No
11/14,UC Davis,Home,Sacramento St,77.0,73.0,Yes
11/14,Sacramento St,Away,UC Davis,73.0,77.0,No
11/14,SF Austin,Home,Abilene Chrstn,76.0,66.0,Yes
11/14,Abilene Chrstn,Away,SF Austin,66.0,76.0,No
11/14,Colorado,Home,Providence,97.0,88.0,Yes
11/14,Providence,Away,Colorado,88.0,97.0,No
11/14,Baylor,Home,Tarleton St,94.0,81.0,Yes
11/14,Tarleton St,Away,Baylor,81.0,94.0,No
11/14,Miss Valley St,Home,Utah Tech,75.0,81.0,No
11/14,Utah Tech,Away,Miss Valley St,81.0,75.0,Yes
11/14,Saint Mary's,Home,North Texas,80.0,49.0,Yes
11/14,North Texas,Away,Saint Mary's,49.0,80.0,No
11/14,LMU,Home,Troy,74.0,63.0,Yes
11/14,Troy,Away,LMU,63.0,74.0,No
11/14,CA Baptist,Home,W Illinois,69.0,59.0,Yes
11/14,W Illinois,Away,CA Baptist,59.0,69.0,No
11/14,Washington St,Home,Washington,69.0,81.0,No
11/14,Washington,Away,Washington St,81.0,69.0,Yes
11/14,Hawai’i,Home,Manhattan,86.0,56.0,Yes
11/14,Manhattan,Away,Hawai’i,56.0,86.0,No
11/15,Connecticut,Home,BYU,86.0,84.0,Yes
11/15,BYU,Away,Connecticut,84.0,86.0,No
11/15,Louisville,Home,Ohio,106.0,81.0,Yes
11/15,Ohio,Away,Louisville,81.0,106.0,No
11/15,St John's,Home,William & Mary,93.0,60.0,Yes
11/15,William & Mary,Away,St John's,60.0,93.0,No
11/15,Kansas,Home,Princeton,76.0,57.0,Yes
11/15,Princeton,Away,Kansas,57.0,76.0,No
11/15,Buffalo,Home,RIT,80.0,64.0,Yes
11/15,RIT,Away,Buffalo,64.0,80.0,No
11/15,Coppin St.,Home,South Alabama,62.0,72.0,No
11/15,South Alabama,Away,Coppin St.,72.0,62.0,Yes
11/15,Virginia,Home,Marshall,104.0,78.0,Yes
11/15,Marshall,Away,Virginia,78.0,104.0,No
11/15,Georgetown,Home,Clemson,79.0,74.0,Yes
11/15,Clemson,Away,Georgetown,74.0,79.0,No
11/15,Texas,Home,Kansas City,71.0,55.0,Yes
11/15,Kansas City,Away,Texas,55.0,71.0,No
11/15,New Haven,Home,Delaware St,65.0,52.0,Yes
11/15,Delaware St,Away,New Haven,52.0,65.0,No
11/15,Northeastern,Home,Vermont,74.0,85.0,No
11/15,Vermont,Away,Northeastern,85.0,74.0,Yes
11/15,Boston U,Home,Merrimack,79.0,91.0,No
11/15,Merrimack,Away,Boston U,91.0,79.0,Yes
11/15,Toledo,Home,Detroit Mercy,90.0,83.0,Yes
11/15,Detroit Mercy,Away,Toledo,83.0,90.0,No
11/15,VMI,Home,Jacksonville,67.0,69.0,No
11/15,Jacksonville,Away,VMI,69.0,67.0,Yes
11/15,FGCU,Home,Chattanooga,91.0,73.0,Yes
11/15,Chattanooga,Away,FGCU,73.0,91.0,No
11/15,Cleveland St,Home,Kent State,95.0,102.0,No
11/15,Kent State,Away,Cleveland St,102.0,95.0,Yes
11/15,La Salle,Home,Penn State,69.0,83.0,No
11/15,Penn State,Away,La Salle,83.0,69.0,Yes
11/15,Yale,Home,Stony Brook,86.0,79.0,Yes
11/15,Stony Brook,Away,Yale,79.0,86.0,No
11/15,UNC Greensboro,Home,Austin Peay,63.0,69.0,No
11/15,Austin Peay,Away,UNC Greensboro,69.0,63.0,Yes
11/15,Denver,Home,UTSA,79.0,84.0,No
11/15,UTSA,Away,Denver,84.0,79.0,Yes
11/15,George Mason,Home,New Hampshire,61.0,44.0,Yes
11/15,New Hampshire,Away,George Mason,44.0,61.0,No
11/15,Winthrop,Home,Mercer,105.0,69.0,Yes
11/15,Mercer,Away,Winthrop,69.0,105.0,No
11/15,North Florida,Home,New College FL,122.0,67.0,Yes
11/15,New College FL,Away,North Florida,67.0,122.0,No
11/15,Purdue FW,Home,Boyce,118.0,68.0,Yes
11/15,Boyce,Away,Purdue FW,68.0,118.0,No
11/15,Bellarmine,Home,Wofford,86.0,94.0,No
11/15,Wofford,Away,Bellarmine,94.0,86.0,Yes
11/15,Marquette,Home,Maryland,82.0,89.0,No
11/15,Maryland,Away,Marquette,89.0,82.0,Yes
11/15,Chicago St,Home,UIC,63.0,67.0,No
11/15,UIC,Away,Chicago St,67.0,63.0,Yes
11/15,Air Force,Home,Miami OH,61.0,76.0,No
11/15,Miami OH,Away,Air Force,76.0,61.0,Yes
11/15,Stonehill,Home,Loyola MD,63.0,74.0,No
11/15,Loyola MD,Away,Stonehill,74.0,63.0,Yes
11/15,SMU,Home,Butler,87.0,85.0,Yes
11/15,Butler,Away,SMU,85.0,87.0,No
11/15,Temple,Home,Boston College,71.0,76.0,No
11/15,Boston College,Away,Temple,76.0,71.0,Yes
11/15,Army,Home,Harvard,52.0,75.0,No
11/15,Harvard,Away,Army,75.0,52.0,Yes
11/15,SE Missouri,Home,St Thomas (MN),72.0,84.0,No
11/15,St Thomas (MN),Away,SE Missouri,84.0,72.0,Yes
11/15,Vanderbilt,Home,AR-Pine Bluff,104.0,75.0,Yes
11/15,AR-Pine Bluff,Away,Vanderbilt,75.0,104.0,No
11/15,Oakland,Home,Defiance,113.0,47.0,Yes
11/15,Defiance,Away,Oakland,47.0,113.0,No
11/15,North Alabama,Home,ETSU,74.0,78.0,No
11/15,ETSU,Away,North Alabama,78.0,74.0,Yes
11/15,Queens,Home,Sacred Heart,81.0,64.0,Yes
11/15,Sacred Heart,Away,Queens,64.0,81.0,No
11/15,Longwood,Home,Binghamton,90.0,82.0,Yes
11/15,Binghamton,Away,Longwood,82.0,90.0,No
11/15,Mississippi St,Home,SE Louisiana,75.0,68.0,Yes
11/15,SE Louisiana,Away,Mississippi St,68.0,75.0,No
11/15,Radford,Home,Wright St,59.0,92.0,No
11/15,Wright St,Away,Radford,92.0,59.0,Yes
11/15,Syracuse,Home,Drexel,80.0,50.0,Yes
11/15,Drexel,Away,Syracuse,50.0,80.0,No
11/15,American,Home,Central Penn,115.0,50.0,Yes
11/15,Central Penn,Away,American,50.0,115.0,No
11/15,Utah State,Home,UTEP,75.0,51.0,Yes
11/15,UTEP,Away,Utah State,51.0,75.0,No
11/15,Boise St,Home,Montana St,62.0,58.0,Yes
11/15,Montana St,Away,Boise St,58.0,62.0,No
11/15,UC San Diego,Home,Idaho,75.0,67.0,Yes
11/15,Idaho,Away,UC San Diego,67.0,75.0,No
11/15,St Bonaventure,Home,Youngstown St,84.0,80.0,Yes
11/15,Youngstown St,Away,St Bonaventure,80.0,84.0,No
11/15,Mercyhurst,Home,Morgan St,86.0,72.0,Yes
11/15,Morgan St,Away,Mercyhurst,72.0,86.0,No
11/15,NJIT,Home,Fairleigh Dickinson,93.0,81.0,Yes
11/15,Fairleigh Dickinson,Away,NJIT,81.0,93.0,No
11/15,Texas St,Home,Texas Southern,77.0,67.0,Yes
11/15,Texas Southern,Away,Texas St,67.0,77.0,No
11/15,UC Riverside,Home,North Dakota,74.0,76.0,No
11/15,North Dakota,Away,UC Riverside,76.0,74.0,Yes
11/15,Lipscomb,Home,Bryan (TN),98.0,53.0,Yes
11/15,Bryan (TN),Away,Lipscomb,53.0,98.0,No
11/15,Fullerton,Home,Pacific,73.0,85.0,No
11/15,Pacific,Away,Fullerton,85.0,73.0,Yes
11/15,Murray St,Home,Nicholls,99.0,79.0,Yes
11/15,Nicholls,Away,Murray St,79.0,99.0,No
11/15,Davidson,Home,Bowling Green,91.0,87.0,Yes
11/15,Bowling Green,Away,Davidson,87.0,91.0,No
11/15,UT Arlington,Home,Missouri St,67.0,49.0,Yes
11/15,Missouri St,Away,UT Arlington,49.0,67.0,No
11/15,G Washington,Home,Old Dominion,96.0,73.0,Yes
11/15,Old Dominion,Away,G Washington,73.0,96.0,No
11/15,Louisiana Tech,Home,Jackson St,68.0,51.0,Yes
11/15,Jackson St,Away,Louisiana Tech,51.0,68.0,No
11/15,Nebraska,Home,Oklahoma,105.0,99.0,Yes
11/15,Oklahoma,Away,Nebraska,99.0,105.0,No
11/15,Santa Clara,Home,Nevada,98.0,83.0,Yes
11/15,Nevada,Away,Santa Clara,83.0,98.0,No
11/15,UNC Wilmington,Home,SC Upstate,73.0,60.0,Yes
11/15,SC Upstate,Away,UNC Wilmington,60.0,73.0,No
11/15,Ball State,Home,Little Rock,62.0,68.0,No
11/15,Little Rock,Away,Ball State,68.0,62.0,Yes
11/15,Rider,Home,Eastern,86.0,54.0,Yes
11/15,Eastern,Away,Rider,54.0,86.0,No
11/15,LIU,Home,James Madison,88.0,79.0,Yes
11/15,James Madison,Away,LIU,79.0,88.0,No
11/15,Southern,Home,Champ Chrstn,129.0,64.0,Yes
11/15,Champ Chrstn,Away,Southern,64.0,129.0,No
11/15,Dayton,Home,Bethune,91.0,82.0,Yes
11/15,Bethune,Away,Dayton,82.0,91.0,No
11/15,Arkansas St,Home,Christian Bros,95.0,67.0,Yes
11/15,Christian Bros,Away,Arkansas St,67.0,95.0,No
11/15,Elon,Home,Gardner-Webb,95.0,84.0,Yes
11/15,Gardner-Webb,Away,Elon,84.0,95.0,No
11/15,Omaha,Home,Southern Utah,90.0,85.0,Yes
11/15,Southern Utah,Away,Omaha,85.0,90.0,No
11/15,Saint Louis,Home,Grand Canyon,78.0,64.0,Yes
11/15,Grand Canyon,Away,Saint Louis,64.0,78.0,No
11/15,Villanova,Home,Duquesne,87.0,77.0,Yes
11/15,Duquesne,Away,Villanova,77.0,87.0,No
11/15,Oral Roberts,Home,Belmont,60.0,83.0,No
11/15,Belmont,Away,Oral Roberts,83.0,60.0,Yes
11/15,Minnesota,Home,Green Bay,72.0,65.0,Yes
11/15,Green Bay,Away,Minnesota,65.0,72.0,No
11/15,Pepperdine,Home,N Colorado,81.0,88.0,No
11/15,N Colorado,Away,Pepperdine,88.0,81.0,Yes
11/15,Wyoming,Home,Portland,93.0,56.0,Yes
11/15,Portland,Away,Wyoming,56.0,93.0,No
11/15,New Mexico St,Home,New Mexico,76.0,68.0,Yes
11/15,New Mexico,Away,New Mexico St,68.0,76.0,No
11/15,Utah,Home,Sam Houston,85.0,79.0,Yes
11/15,Sam Houston,Away,Utah,79.0,85.0,No
11/15,Manhattan,Home,Miss Valley St,80.0,73.0,Yes
11/15,Miss Valley St,Away,Manhattan,73.0,80.0,No
11/15,Fresno St,Home,Utah Valley,75.0,74.0,Yes
11/15,Utah Valley,Away,Fresno St,74.0,75.0,No
11/15,UC Irvine,Home,Weber St,79.0,70.0,Yes
11/15,Weber St,Away,UC Irvine,70.0,79.0,No
11/15,San Francisco,Home,Bradley,75.0,64.0,Yes
11/15,Bradley,Away,San Francisco,64.0,75.0,No
11/15,Seattle U,Home,Idaho St,83.0,74.0,Yes
11/15,Idaho St,Away,Seattle U,74.0,83.0,No
11/15,Hawai’i,Home,Utah Tech,68.0,62.0,Yes
11/15,Utah Tech,Away,Hawai’i,62.0,68.0,No
11/16,Auburn,Home,Houston,72.0,73.0,No
11/16,Houston,Away,Auburn,73.0,72.0,Yes
11/16,Purdue,Home,Akron,97.0,79.0,Yes
11/16,Akron,Away,Purdue,79.0,97.0,No
11/16,Florida,Home,Miami,82.0,68.0,Yes
11/16,Miami,Away,Florida,68.0,82.0,No
11/16,Dartmouth,Home,App State,77.0,85.0,No
11/16,App State,Away,Dartmouth,85.0,77.0,Yes
11/16,UMBC,Home,Wagner,71.0,70.0,Yes
11/16,Wagner,Away,UMBC,70.0,71.0,No
11/16,Kent State,Home,Wright St,76.0,72.0,Yes
11/16,Wright St,Away,Kent State,72.0,76.0,No
11/16,Morehead St,Home,KCU,121.0,51.0,Yes
11/16,KCU,Away,Morehead St,51.0,121.0,No
11/16,Ohio State,Home,Notre Dame,64.0,63.0,Yes
11/16,Notre Dame,Away,Ohio State,63.0,64.0,No
11/16,W Carolina,Home,Stetson,76.0,65.0,Yes
11/16,Stetson,Away,W Carolina,65.0,76.0,No
11/16,N Kentucky,Home,Cmbrlnd KY,101.0,73.0,Yes
11/16,Cmbrlnd KY,Away,N Kentucky,73.0,101.0,No
11/16,Valparaiso,Home,Bryant,68.0,50.0,Yes
11/16,Bryant,Away,Valparaiso,50.0,68.0,No
11/16,Hampton,Home,Holy Cross,61.0,67.0,No
11/16,Holy Cross,Away,Hampton,67.0,61.0,Yes
11/16,Kennesaw St,Home,South Florida,89.0,108.0,No
11/16,South Florida,Away,Kennesaw St,108.0,89.0,Yes
11/16,C Arkansas,Home,Samford,77.0,84.0,No
11/16,Samford,Away,C Arkansas,84.0,77.0,Yes
11/16,Maine,Home,Quinnipiac,64.0,70.0,No
11/16,Quinnipiac,Away,Maine,70.0,64.0,Yes
11/16,Fairfield,Home,Loyola MD,85.0,82.0,Yes
11/16,Loyola MD,Away,Fairfield,82.0,85.0,No
11/16,Wake Forest,Home,UMass Lowell,109.0,75.0,Yes
11/16,UMass Lowell,Away,Wake Forest,75.0,109.0,No
11/16,Virginia Tech,Home,Charlotte,84.0,76.0,Yes
11/16,Charlotte,Away,Virginia Tech,76.0,84.0,No
11/16,Oklahoma St,Home,Texas A&M-CC,85.0,69.0,Yes
11/16,Texas A&M-CC,Away,Oklahoma St,69.0,85.0,No
11/16,UMass,Home,C Connecticut,84.0,77.0,Yes
11/16,C Connecticut,Away,UMass,77.0,84.0,No
11/16,South Dakota,Home,W Michigan,83.0,78.0,Yes
11/16,W Michigan,Away,South Dakota,78.0,83.0,No
11/16,Cleveland St,Home,Radford,87.0,82.0,Yes
11/16,Radford,Away,Cleveland St,82.0,87.0,No
11/16,Western KY,Home,Tennessee St,95.0,82.0,Yes
11/16,Tennessee St,Away,Western KY,82.0,95.0,No
11/16,So Indiana,Home,Loras,91.0,74.0,Yes
11/16,Loras,Away,So Indiana,74.0,91.0,No
11/16,Sacramento St,Home,Presbyterian,64.0,62.0,Yes
11/16,Presbyterian,Away,Sacramento St,62.0,64.0,No
11/16,Alabama A&M,Home,Lindenwood,74.0,65.0,Yes
11/16,Lindenwood,Away,Alabama A&M,65.0,74.0,No
11/16,Fordham,Home,Manhatnvll,96.0,62.0,Yes
11/16,Manhatnvll,Away,Fordham,62.0,96.0,No
11/16,Loyola Chicago,Home,Colorado St,67.0,80.0,No
11/16,Colorado St,Away,Loyola Chicago,80.0,67.0,Yes
11/16,Marist,Home,Harvard,54.0,56.0,No
11/16,Harvard,Away,Marist,56.0,54.0,Yes
11/16,Memphis,Home,UNLV,78.0,92.0,No
11/16,UNLV,Away,Memphis,92.0,78.0,Yes
11/16,Indiana,Home,Incarnate Word,69.0,61.0,Yes
11/16,Incarnate Word,Away,Indiana,61.0,69.0,No
11/16,Cincinnati,Home,Mount St Marys,72.0,55.0,Yes
11/16,Mount St Marys,Away,Cincinnati,55.0,72.0,No
11/16,Long Beach St,Home,Illinois St,80.0,82.0,No
11/16,Illinois St,Away,Long Beach St,82.0,80.0,Yes
11/16,CSU Northridge,Home,Troy,94.0,85.0,Yes
11/16,Troy,Away,CSU Northridge,85.0,94.0,No
11/17,Gonzaga,Home,Southern Utah,122.0,50.0,Yes
11/17,Southern Utah,Away,Gonzaga,50.0,122.0,No
11/17,Iowa State,Home,Stonehill,96.0,57.0,Yes
11/17,Stonehill,Away,Iowa State,57.0,96.0,No
11/17,Tennessee,Home,Rice,91.0,66.0,Yes
11/17,Rice,Away,Tennessee,66.0,91.0,No
11/17,Wisconsin,Home,SIUE,94.0,69.0,Yes
11/17,SIUE,Away,Wisconsin,69.0,94.0,No
11/17,N.C. State,Home,VCU,85.0,79.0,Yes
11/17,VCU,Away,N.C. State,79.0,85.0,No
11/17,Georgia,Home,Florida A&M,87.0,57.0,Yes
11/17,Florida A&M,Away,Georgia,57.0,87.0,No
11/17,Liberty,Home,Carolina U,98.0,46.0,Yes
11/17,Carolina U,Away,Liberty,46.0,98.0,No
11/17,Charleston,Home,Drake,62.0,71.0,No
11/17,Drake,Away,Charleston,71.0,62.0,Yes
